PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01Nbh,2r3k1/P4pp1/4p2p/3p4/4n3/2q3P1/2P1QP1P/1R5K b - - 2 24,c8a8 b1b8 a8b8 a7b8q,958,82,93,543,advancedPawn crushing endgame promotion short,https://lichess.org/Pt8APZeL/black#48,
01Nco,8/3R2p1/2p2pkp/1bB5/pP1K2P1/P4P2/4r2P/8 w - - 7 39,h2h4 e2d2 d4c3 d2d7,783,89,80,280,crushing endgame short skewer,https://lichess.org/6NJSBbsI#77,
01NfS,r3k2r/pp2bppp/2pQ4/2Bn4/6P1/3P4/PPP4P/1K2R1Nq b kq - 3 19,a8d8 e1e7 d5e7 d6e7,1233,75,96,10162,mate mateIn2 middlegame short,https://lichess.org/ENLFjMzb/black#38,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
01Nfj,b1r2rk1/R5pp/1p6/3p4/4pP2/1q2N2P/4Q1PK/5R2 b - - 2 30,d5d4 e2g4 a8b7 a7b7,1829,84,58,28,crushing middlegame short,https://lichess.org/rexdZUmV/black#60,
01Ni2,2k2r2/1bNp4/pB1P4/8/P7/4Kn2/1P3R1p/5R2 w - - 0 43,e3e2 f3g1 e2d2 f8f2 b6f2 h2h1q,1689,75,89,1322,advancedPawn advantage deflection discoveredAttack exposedKing long middlegame promotion,https://lichess.org/f1qBEzxV#85,
01Nny,8/p7/5k2/8/3PK2p/P7/8/8 w - - 2 46,e4f4 f6e6 f4g4 e6d5 a3a4 d5d4,2122,113,38,19,crushing endgame long pawnEndgame,https://lichess.org/lOaQ9JOy#91,
01Npb,8/8/2p3p1/2P2p1b/3Bk2K/4P3/7P/8 w - - 15 41,h4g5 f5f4 e3f4 e4d4 f4f5 g6f5,2139,77,82,230,bishopEndgame crushing deflection endgame long,https://lichess.org/Q1lmmoFb#81,
01O67,r4rk1/1bqnbp1p/p3p1p1/1p1nP3/2p1B3/2P2N2/PP3PPP/R1BQRNK1 b - - 5 16,d7e5 e4d5,1830,78,88,168,advantage middlegame oneMove,https://lichess.org/zJy6vEgo/black#32,Sicilian_Defense Sicilian_Defense_Modern_Variations
01OAI,2r2rk1/pp1b1pq1/4p1p1/6Q1/3p4/1P3R1P/P4PPB/R5K1 b - - 3 27,d7c6 h2e5 g7e5 g5e5,1308,77,49,176,advantage middlegame short,https://lichess.org/HNTQ6PCo/black#54,
01OE9,r1b1k2r/ppqn1pb1/2ppB2p/6pn/3P4/1QP1PNB1/PP1N1PPP/R3K2R b KQkq - 0 11,f7e6 b3e6 e8d8 g3d6 c7d6 e6d6,1162,78,93,104,advantage long master middlegame,https://lichess.org/Fh5M4CuV/black#22,Indian_Defense Indian_Defense_Wade-Tartakower_Defense
01OFL,8/8/KPk5/2rp1p1P/4p1p1/2n5/2R3B1/8 b - - 0 51,e4e3 g2f1 c3e4 f1b5 c6d6 b6b7,1974,213,82,33,advancedPawn advantage endgame long quietMove,https://lichess.org/UquBiCsy/black#102,
01OFy,r4rk1/pppbq1pp/1b3p2/3Bp2R/3P4/2P3P1/PP3P1P/R1BQ2K1 b - - 0 16,g8h8 h5h7 h8h7 d1h5,1609,238,33,4,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/JpoGe8OK/black#32,French_Defense French_Defense_Kings_Indian_Attack
01OKT,r1b2r1k/1ppn1pp1/p2p3p/4p3/1P2q3/PBP2N1P/2P2PP1/R2Q1RK1 b - - 1 14,f7f5 b3d5 e4d5 d1d5,1746,75,90,273,advantage middlegame short,https://lichess.org/ipbfcWN9/black#28,Russian_Game Russian_Game_Three_Knights_Game
01OKt,r2q1r2/pp1k4/2p4Q/3pn3/8/2P3PP/PP1N4/2KR1R2 w - - 2 28,f1e1 e5d3 c1c2 d3e1,1052,93,64,182029,advantage fork middlegame short,https://lichess.org/0UAYPkWO#55,
01OTB,8/8/3R2k1/6P1/1p3K2/8/8/1r6 b - - 3 59,g6h5 d6h6,637,80,100,108,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Tk895nNl/black#118,
01OYe,3Q4/p5k1/1p2p1pn/1P1p1p1R/3P1P2/qN2r3/P1r3PP/R5K1 w - - 2 40,d8d7 h6f7 h5h7 g7h7,1065,78,94,1131,crushing defensiveMove middlegame short,https://lichess.org/GbHWYq9g#79,
01OfD,8/1p6/k1q5/7P/p7/6P1/4Q2K/8 b - - 5 77,c6b5 e2b5 a6b5 h5h6 a4a3 h6h7,1421,75,97,3443,advancedPawn crushing endgame long master queenEndgame,https://lichess.org/01VgU6k2/black#154,
01OgB,r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22,g1f1 a8a1 d2c1 a1c1,846,78,100,947,endgame mate mateIn2 short,https://lichess.org/3ASaJgPf#43,
01OkZ,8/p7/8/2p3P1/3k1N1P/6K1/8/3b4 b - - 4 42,a7a5 h4h5 d4e5 h5h6 d1c2 g3g4 c2f5 g4h5 e5f4 g5g6,2153,114,81,39,crushing defensiveMove endgame master masterVsMaster quietMove sacrifice veryLong,https://lichess.org/7YyhD0TT/black#84,
01Opl,8/8/4n3/4B3/2k1K3/1p6/5P2/8 w - - 0 56,e4f5 e6d4 f5e4 b3b2 e5d4 b2b1q,1382,75,85,358,advancedPawn crushing endgame long promotion,https://lichess.org/ND7kZ8aU#111,
01Ot9,8/8/5p2/5r1k/6Rp/5P2/4KP2/8 w - - 3 58,e2e3 f5e5 e3d3 e5g5 g4b4 h4h3,2518,92,67,45,crushing endgame long rookEndgame,https://lichess.org/XHnJHUML#115,
01Ovv,r2r2k1/4qppp/8/1Q6/Rp1P4/1P4P1/K1P4P/5R2 w - - 0 31,a4a8 d8a8 a2b2 e7a7 b5b4 a7a2 b2c3 a8c8,1749,74,88,220,advantage endgame veryLong,https://lichess.org/kwsNUNzr#61,
01OwE,r2q1r2/5pkp/4p1p1/pp1pP2P/3P1Q2/1P3P2/P1P5/2KR3R b - - 0 21,a5a4 h5g6 f7g6 f4h6,1797,74,97,145,crushing endgame short,https://lichess.org/PrDniYWc/black#42,
01P41,r1b2rk1/1p2ppbp/pqNp2p1/8/2P1nP2/2N1B3/PP1QB1PP/R4RK1 b - - 0 14,e4d2 c6e7 g8h8 e3b6,1567,81,71,47,advantage middlegame short,https://lichess.org/vi3BLLeQ/black#28,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
01P8L,3r3r/4bk2/1RQ1p3/3pP2p/P2n4/5p1P/6P1/R5K1 w - - 0 31,c6c3 d4e2 g1h2 e2c3,683,103,93,1425,crushing fork middlegame short,https://lichess.org/rkvIhbCW#61,
01PDg,1b5k/ppq2p1b/2p1pp1p/2n4Q/2N1PP2/PPN3rP/2P3BK/3R4 w - - 0 24,h5c5 c7f4 c3e2 g3g5 e2f4 b8f4 h2g1 g5c5,2678,108,86,106,advantage discoveredAttack middlegame sacrifice veryLong,https://lichess.org/iybxpj1j#47,
01PI1,r5k1/pp1q4/2pp1Q1p/5b2/2P2bp1/5N2/PP3PB1/4RRK1 b - - 0 25,g4f3 e1e7 d7e7 f6e7,1508,74,88,233,crushing middlegame short,https://lichess.org/ztgUWEuK/black#50,
01PI9,2k2r1r/1pq2p2/p1p1p3/2NpP2p/3P1RpP/6P1/PPPQ2P1/2K5 b - - 4 27,h8h7 c5e6 f7e6 f4f8,1199,77,93,6412,advantage endgame short,https://lichess.org/YE44gmiR/black#54,
01PIs,r7/6kp/5rp1/K2Bn3/4P3/2P3b1/PP1B2P1/R6R w - - 1 33,a5b4 f6b6 b4c5 g3f2 d2e3 f2e3,1912,76,92,476,long mate mateIn3 middlegame,https://lichess.org/cGPyOmEJ#65,
01PKH,3r2k1/1pq1pp1p/1nb3p1/1B6/4P3/p4N1P/PbR2PP1/3Q1RK1 w - - 2 20,d1e2 c6b5 c2c7 b5e2,1229,77,86,328,advantage middlegame short,https://lichess.org/VbUvd2TY#39,
01PLu,r2k3r/pppbbppp/5n2/4n1B1/4P3/2N5/PPP3PP/2KR1BNR w - - 4 10,c3d5 f6d5 g5e7 d5e7,1278,75,90,2309,advantage middlegame short,https://lichess.org/KySIXWPw#19,Lion_Defense Lion_Defense_Anti-Philidor
01PQE,7R/kb6/2pp1p2/4qP2/3pPN2/1QbP4/B1P5/2K5 w - - 1 38,h8h7 e5f4 c1b1 f4f1,1104,151,53,34,hangingPiece master mate mateIn2 middlegame short,https://lichess.org/ZqbSx2nz#75,
01PTR,2bq1r2/r5bk/1p1P3p/pPpBppp1/P1P5/5PB1/6PP/R2Q1RK1 b - - 0 21,d8d6 d5g8 f8g8 d1d6,1256,77,79,164,crushing discoveredAttack middlegame short,https://lichess.org/eVOlQeMa/black#42,
01PVq,5b1N/p1pkq1pp/b3p3/3p4/3P4/1RB1P3/P1Q2KPP/8 w - - 3 21,c2h7 e7f6 f2e1 f6f1 e1d2 f1e2 d2c1 a6d3 h7d3 e2d3,2102,78,91,1747,advantage middlegame veryLong,https://lichess.org/TdnLNoRn#41,
01PcY,r6k/4rpp1/n1P4p/1n3R2/4pB1P/8/5PP1/R5K1 b - - 0 45,a6c7 a1a8 c7a8 f5b5,1511,75,92,9967,advantage middlegame short,https://lichess.org/3g7o7Ad3/black#90,
01Pe4,r2qkb1r/1b3ppp/p1p1p3/2ppN3/4nPP1/1P2P3/PBPP3P/RN1QK2R w KQkq - 2 10,d2d3 d8h4 e1f1 h4f2,1358,78,100,117,mate mateIn2 middlegame short,https://lichess.org/RdO1i0xH#19,Bird_Opening Bird_Opening_Dutch_Variation
01PhQ,1kr5/3n1b2/1p1Pp1p1/p3n3/2P2Q2/1P6/PK6/3R4 w - - 0 34,d1h1 e5d3 b2a1 d3f4,830,95,83,129,crushing endgame fork master short,https://lichess.org/MvDlrAuh#67,
01PjH,5rk1/8/4ppp1/2P1b3/Q7/4R1PP/1q2N2K/8 b - - 2 33,e5d4 a4d4 b2d4 e2d4,1091,77,88,394,crushing endgame short,https://lichess.org/kmyjpX85/black#66,
01Pjd,6r1/1pp5/p2kp2R/3b1p2/3P1N2/P1P3rP/1P4PK/6R1 w - - 2 34,g1e1 g3g2 f4g2 g8g2,893,82,96,1909,crushing endgame short,https://lichess.org/Cvd7ZMxY#67,
01Pkf,r2q1rk1/3pb1pp/1p1Npn2/pB2B3/3P3P/PQ6/1P3Pb1/R3K1R1 b Q - 1 20,g2d5 b3g3 g7g6 b5d3 e7d6 d3g6,2538,87,82,41,crushing long middlegame sacrifice,https://lichess.org/4eK8QZdx/black#40,
01PlY,r5k1/p4p1p/1p1R2nQ/4p3/1P2qn2/P7/1B3PP1/R5K1 w - - 0 24,h6g5 h7h6 g5g4 f4e2 g4e2 e4e2,2051,77,92,6156,crushing long middlegame,https://lichess.org/lRX5WZlw#47,
01PoF,1r4k1/1pp4p/p2p2p1/8/4r3/2b2B1P/P1P4P/1R3RK1 b - - 1 22,e4c4 f3d5 g8h8 d5c4,849,102,95,995,advantage endgame fork short,https://lichess.org/NhFPQ8Tz/black#44,
01PrL,r7/ppp1kp1r/4n2R/4P1p1/6P1/2q1B2Q/P6P/5RK1 b - - 0 30,h7h6 e3g5 e6g5 h3c3,1616,85,87,28,advantage discoveredAttack middlegame short,https://lichess.org/6o1Gv97g/black#60,
01Prl,r1bqn1k1/4prbp/p1p3p1/3p4/5P2/1BN5/PPP3PP/R1BQR1K1 b - - 1 14,d8c7 c3d5 c6d5 d1d5 e7e6 d5a8,2091,75,93,5364,crushing long opening,https://lichess.org/2sPwGlma/black#28,Sicilian_Defense Sicilian_Defense_Dragon_Variation
01Prn,3r2k1/p4pp1/1p4qp/2pNp2n/2P1P3/5P1P/PP3QP1/3R2K1 b - - 0 26,g6d6 f2h4 h5f6 d5f6,1836,77,68,47,advantage endgame kingsideAttack short,https://lichess.org/xbfdjky9/black#52,
01Ptp,r1b3k1/1pq3b1/p2N2Q1/2PB4/1P1p4/3Pp3/P4rpP/R5KR b - - 1 30,g8f8 g6e8,1455,84,86,674,mate mateIn1 middlegame oneMove,https://lichess.org/nGsChwtG/black#60,
01Q83,1k2r3/p7/PpB2p1p/1Pq1r1p1/8/1Q4PP/6P1/5R1K b - - 2 34,e8e7 b3g8 e7e8 c6e8,1407,75,83,85,crushing endgame short,https://lichess.org/PNWpUULP/black#68,
01Q8c,r5k1/p4ppp/q1p3b1/3p1PQ1/4n3/2P1R3/P1P4P/4R1K1 b - - 0 23,e4g5 e3e8 a8e8 e1e8,826,127,100,46,backRankMate endgame mate mateIn2 short,https://lichess.org/ca7orS72/black#46,
01QHF,2r1k1nr/ppqn1ppp/4p3/3p4/1Q1NbPP1/P3B3/1PPR3P/2K2BR1 b k - 6 16,g8e7 d4b5 c7c2 d2c2 c8c2 c1d1,1712,74,89,89,advantage long middlegame,https://lichess.org/ZDZrONsV/black#32,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01QId,8/Q4pk1/1Pq3p1/8/4RKP1/4RP1P/P7/6r1 w - - 9 43,a7c7 c6f6,1241,75,100,201,endgame mate mateIn1 oneMove,https://lichess.org/GHY79hnM#85,
01QLj,5rk1/p4ppp/7q/4p3/1PP2b2/P4Q2/3r2PP/2B1RR1K w - - 3 23,c1d2 h6h2,861,89,92,836,mate mateIn1 middlegame oneMove,https://lichess.org/DmZEfOWZ#45,
01QSt,2k4r/1ppq1pp1/p2p1b2/4p3/2BnP1p1/P1NP2Pr/1PP2PKN/R2Q3R w - - 0 16,d1g4 h3h2 h1h2 h8h2 g2h2 d7g4,1765,75,88,94,crushing long middlegame,https://lichess.org/iKNfDQg1#31,Italian_Game Italian_Game_Other_variations
01QTc,R1b3k1/4pp1p/3p2p1/2pP4/2P1PP2/2Q2B1P/5qPK/1r6 b - - 9 27,h7h5 a8c8 g8h7 c3h8,838,75,97,519,endgame hangingPiece master mate mateIn2 short,https://lichess.org/YTB6JMoe/black#54,
01QV2,8/pp6/4k3/P4p2/1PP2K2/8/8/8 w - - 1 50,b4b5 e6d6 f4f5 d6c5 f5e6 c5c4 b5b6 a7b6,2057,76,91,816,crushing endgame master pawnEndgame veryLong,https://lichess.org/74ngzUtJ#99,
01QWz,8/2K2pkp/R7/5P1N/1b4P1/p6P/6r1/8 b - - 5 51,g7f8 a6a8 f8e7 f5f6,1465,76,77,184,advantage endgame short,https://lichess.org/2M5y0iDZ/black#102,
01QcQ,4r1k1/2p1qpp1/3b3p/pP1p4/P2P4/7P/2QB1PP1/R3r1K1 w - - 0 33,a1e1 e7e1 d2e1 e8e1,759,109,100,17,endgame kingsideAttack mate mateIn2 short,https://lichess.org/h6N2W0kY#65,
01QcW,5R2/8/8/p1p5/PbP3p1/1P3pk1/8/5K2 w - - 4 44,f8b8 b4c3 b8f8 g3h3 f8f7 g4g3 f7f3 h3h2 f1e2 g3g2 f3c3 g2g1q,2910,98,88,262,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/UwsZhZ4i#87,
01Qdr,6k1/pp4p1/7p/1PPp4/P2b2rq/5rN1/6PP/3QR2K w - - 0 30,d1f3 h4h2 h1h2 g4h4,1593,76,94,4174,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/HyDaLl1q#59,
01Qf0,2r1r1k1/1p2b1p1/p2p1pPp/2nPpP1Q/3pP3/1P1q3P/P2B2B1/R4RK1 w - - 0 22,d2h6 g7h6 h5h6 d3e3 h6e3 d4e3,1829,75,86,111,advantage exposedKing long middlegame,https://lichess.org/A3EsrxaJ#43,
01QgP,3rr3/1pq2pbk/p1npb1pp/P2N4/1PP2P2/6PP/3QN1BK/2R2R2 b - - 2 27,e6d5 c4d5 c7e7 d5c6,1471,75,91,1711,advantage middlegame short,https://lichess.org/AcieW1uF/black#54,
01QgT,8/8/p1pk1R2/1pp1rp2/8/1P1K4/P1P5/8 b - - 1 36,d6d5 c2c4 b5c4 b3c4,910,76,97,577,endgame mate mateIn2 rookEndgame short,https://lichess.org/H2u6Pf0I/black#72,
01QrX,r1b2Qk1/p2p1ppp/1pn5/3N2q1/4PR2/3B4/PPP3PP/5RK1 b - - 0 17,g8f8 f4f7 f8g8 f7f8,1014,77,91,83,mate mateIn2 middlegame short,https://lichess.org/6xvz6ePA/black#34,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
01Qs6,6k1/1N3ppp/p1PK4/8/4p3/7P/8/1r6 b - - 0 43,e4e3 c6c7 b1d1 d6c6 h7h6 c7c8q,1765,76,93,308,advancedPawn advantage defensiveMove endgame long promotion,https://lichess.org/PobTSlWC/black#86,
01QsE,k1r5/P1p5/3p1p1r/3Pp2p/4P3/8/3N2PP/R5K1 b - - 1 35,c7c6 d2c4 h6h8 c4b6 a8b7 b6c8,1793,76,86,505,crushing endgame exposedKing fork long,https://lichess.org/xpzYKWtP/black#70,
01Qta,6r1/8/p1p1k3/P1B3pr/1P2ppRP/2P5/7K/6R1 w - - 2 44,g4g5 h5h4 h2g2 g8g5,1182,75,100,286,crushing endgame interference intermezzo short,https://lichess.org/GnRDQgRO#87,
01Qwv,5rk1/p3Q1pp/2p5/3q4/4p1B1/6PP/4P1K1/8 b - - 3 31,d5d1 g4e6 g8h8 e7f8,988,93,94,1584,deflection endgame mate mateIn2 short,https://lichess.org/hT9Udn33/black#62,
01R41,4rr1k/6bp/p1bp2p1/1p2q3/1P2PN2/2N2QP1/1BP2n1P/2K1R2R b - - 4 26,f8f4 g3f4 e5d4 c3d1,2030,73,92,7491,crushing middlegame short,https://lichess.org/6y6sdouc/black#52,
01R8j,r6k/6pp/p7/1p6/Q1b5/7P/Pq4P1/R3R2K w - - 0 28,a4a5 c4d5 e1g1 d5g2 g1g2 b2a1,1620,97,63,21,crushing deflection endgame long,https://lichess.org/K1dL3noO#55,
01RKd,8/8/r3p1R1/4K2p/5P2/5kP1/8/8 b - - 6 40,a6b6 f4f5 b6b5 e5e6,2173,76,94,899,advantage endgame rookEndgame short,https://lichess.org/QBJ03nGZ/black#80,
01RPQ,1Q6/2Pk4/p3pp1p/3q2p1/1p6/1P2P1P1/5P1P/6K1 b - - 2 42,d5c6 b8d8,1021,85,83,101,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/GAWpyeOU/black#84,
01RPd,1R6/4P1k1/6p1/6P1/2p1b3/2Pn2pP/r7/6K1 w - - 0 38,e7e8q a2a1 b8b1 a1b1,1035,76,100,118,endgame mate mateIn2 short,https://lichess.org/ibPP9sZo#75,
01RXs,8/8/3r3p/p1P1k3/4pp2/PPKp4/6PR/8 b - - 0 40,d3d2 h2h5 e5e6 h5h6,1678,75,86,205,crushing endgame interference master rookEndgame short,https://lichess.org/67sQLB4C/black#80,
01Rax,6k1/1p6/p2p1N2/P1pPp3/2P1Pbp1/1P6/6K1/8 b - - 0 42,g8g7 f6e8 g7f8 e8d6,1835,74,95,10196,crushing endgame short,https://lichess.org/szQCm5Dn/black#84,
01Rge,2r1rn1k/1p5B/p7/6R1/3b1q2/2B5/PPQ3P1/2K4R w - - 1 28,c2d2 f4d2 c1d2 d4c3 b2c3 f8h7,1669,353,100,27,advantage attraction long middlegame pin,https://lichess.org/7DovSzOm#55,
01Rl0,r2qr1k1/ppp3bp/3p2p1/2n3P1/8/2PBPQ2/P1P1KP2/R6R b - - 0 17,e8f8 d3c4 d6d5 c4d5 d8d5 f3d5,1893,76,88,373,crushing kingsideAttack long middlegame,https://lichess.org/e6tLMWBw/black#34,Indian_Defense Indian_Defense_Other_variations
01RuT,8/8/8/1P5R/4bk2/4R2P/5P2/r5K1 w - - 1 43,g1h2 a1h1,459,102,84,175,endgame mate mateIn1 oneMove,https://lichess.org/PRrBTjsl#85,
01RvJ,8/8/2pp2kb/p3p3/P1P3NK/2P2P2/8/8 w - - 0 51,g4h6 g6h6 f3f4 h6g6 c4c5 d6d5 h4g4 d5d4 c3d4 e5d4,2728,115,82,194,crushing endgame quietMove veryLong zugzwang,https://lichess.org/cB5tNFFr#101,
01RxX,3r3r/2k2ppp/p1n1p3/8/PpR5/3P4/1P2NPPP/4R1K1 b - - 2 21,d8d3 e1c1 d3d6 e2d4 d6d4 c4d4,1769,75,93,2161,advantage endgame long pin quietMove,https://lichess.org/Td18XdCn/black#42,
01S0o,rq3rk1/p1pn1p2/1pQ1p2p/1N2P1p1/2P3n1/8/PP3PPP/R3KB1R w KQ - 3 17,b5c7 d7e5 c6a8 b8c7 a8e4 c7c5 e4c2 f8d8,2413,89,56,377,crushing defensiveMove middlegame veryLong,https://lichess.org/w4256bcb#33,Indian_Defense Indian_Defense_Seirawan_Attack
01S1N,6k1/5ppp/1P2p3/3p4/3n4/6P1/1r4bP/R5K1 b - - 0 33,g2e4 a1a8,664,91,73,135,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/GfQ7pZ29/black#66,
01S2P,r4rk1/5qpp/p1p1p3/3pB3/6Q1/8/PPP2PPP/R3R1K1 w - - 4 18,e1e3 f7f2 g1h1 f2f1 a1f1 f8f1,1034,89,95,1853,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/PpvbkBkX#35,Vienna_Game Vienna_Game_Other_variations
01SBn,krr5/8/8/1q1p3P/N2P4/Q1P5/PP4P1/1K6 b - - 0 46,c8c6 a4c5 c6a6 a3a6 b5a6 c5a6,2068,124,70,18,crushing discoveredAttack endgame exposedKing long,https://lichess.org/DChAkgd8/black#92,
01SMk,r4rk1/pbp2ppp/1pNbp3/1B2n3/Q2P4/4PqP1/PP3P1P/RNB2RK1 b - - 0 13,e5c6 b1d2 f3d5 e3e4 d5d4 b5c6 d4a4 c6a4,1728,77,88,210,advantage middlegame veryLong,https://lichess.org/Bgmp2kSF/black#26,Reti_Opening Reti_Opening_Reti_Accepted
01SN2,8/r7/P1p5/3p4/3K2k1/1P5p/2P5/R7 b - - 1 44,g4g3 d4c5 h3h2 c5b6,1888,74,93,892,crushing endgame master rookEndgame short,https://lichess.org/u1wGtOf8/black#88,
01SWp,r1b5/5pk1/1p1qpnp1/2ppN2r/1p1P3P/1B1Q4/PPP2P2/2K3RR b - - 1 22,c5c4 g1g6 g7f8 d3g3 c4b3 g6f6,2465,84,82,43,advantage long master middlegame quietMove,https://lichess.org/f4WRPAU5/black#44,
01Sak,B1bq2k1/p4ppp/3b3r/1pp5/6n1/PP1P1nP1/4PP1P/R1BQR1K1 w - - 0 17,a8f3 g4f2 c1h6 f2d1,2240,78,74,69,advantage middlegame short,https://lichess.org/fxeDB2Tj#33,English_Opening English_Opening_Anglo-Indian_Defense
01Shz,5k2/1p1r1p2/p1p4p/2Pn2p1/N2R4/1P4P1/P4PKP/8 w - - 0 29,a4b2 d5f4 d4f4 g5f4,1597,77,95,19744,crushing endgame short,https://lichess.org/gILDftXE#57,
01Siq,5rk1/5p2/p2p1Rp1/1p1P2Pp/7r/8/PPPR4/1K6 w - - 0 28,f6d6 h4h1 d2d1 h1d1,736,99,100,38,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/qoBdj9xn#55,
01SlO,3r2k1/p3qpp1/1pQ2n1p/3r4/3Bp3/P1P3P1/1P2bPBP/R4RK1 w - - 5 24,f1e1 e2b5 d4f6 g7f6 c6d5 d8d5,1828,76,83,182,advantage long middlegame trappedPiece,https://lichess.org/RJr1Csyx#47,
01Soi,8/8/8/3p1pk1/3P2p1/4PPK1/8/8 b - - 0 55,g5g6 f3g4 g6h6 g4f5,1523,76,87,655,crushing endgame pawnEndgame short,https://lichess.org/SZJSUMQg/black#110,
01Sr1,1r4k1/6pp/4p3/QBR2p2/3q4/B3nP1P/P5P1/6K1 w - - 0 35,a5a7 e3g4 g1h1 d4d1 b5f1 d1f1,1835,76,96,4173,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/mKXjReAm#69,
01StK,1r4k1/5pp1/2Bp3p/q2P4/8/1Pb5/P2Q2PP/1K1R4 w - - 0 27,d2d3 b8b3 a2b3 a5a1 b1c2 a1b2,1326,79,78,349,endgame long mate mateIn3 sacrifice,https://lichess.org/URJoRWKJ#53,
01StO,r2r2k1/pp6/2p1p2Q/4qp1R/2P5/5BPP/1P3P2/6K1 b - - 1 26,g8f7 h5g5 d8h8 f3h5 f7e7 g5g7 e5g7 h6g7,2318,83,90,1704,clearance crushing endgame veryLong,https://lichess.org/vdgMKtjk/black#52,
01Suf,r1bqk1nr/pp3ppp/2nbp3/1Bp5/3pP3/5NN1/PPPP1PPP/R1BQK2R w KQkq - 4 7,d2d3 d8a5 f3d2 a5b5,1237,76,91,1101,crushing fork opening short,https://lichess.org/BfscjGsT#13,French_Defense French_Defense_Two_Knights_Variation
01Svs,r3k2r/1q3ppp/p1b1pn2/8/2BP2Q1/4P3/3N1PPP/R4RK1 w kq - 3 15,g4g7 h8g8 g7g8 f6g8,1321,75,56,129,advantage middlegame short,https://lichess.org/fF8MvSeS#29,Slav_Defense Slav_Defense_Other_variations
01Syz,2r2k2/1bR2pp1/7p/1Bnp1N2/8/7P/2P2PP1/6K1 w - - 4 33,c7e7 g7g6 e7b7 c5b7,1713,74,92,1094,crushing endgame short,https://lichess.org/K2V4oHCA#65,
01T0h,r3r2k/1p3pp1/p1p2b1n/q4B2/3P4/B1P1P3/P1Q2PPP/R4RK1 w - - 7 22,a3b4 a5f5 c2f5 h6f5,1063,77,82,549,advantage middlegame short,https://lichess.org/w5Rod6zL#43,
01T20,8/5pk1/5b2/P5p1/6Pp/3R3K/R1P1r2P/8 w - - 0 45,a5a6 f6e5 d3g3 h4g3,1689,74,93,2604,crushing endgame short,https://lichess.org/9KsUlxun#89,
01T6r,q4rk1/pRPQ1p2/b3p2p/3pP1p1/8/2P1P1P1/5PP1/6K1 w - - 0 31,c7c8q a8c8 d7c8 f8c8,1771,82,46,47,crushing endgame short,https://lichess.org/38hnUJ0l#61,
01TCa,2n5/p1k5/7p/6p1/P1B1KpP1/5P2/7P/8 w - - 0 46,e4f5 c8d6 f5g6 d6c4 g6h6 c7d6 h6g5 d6e5,2458,89,74,53,crushing defensiveMove endgame fork veryLong,https://lichess.org/lh0rjLFL#91,
01TDS,r3k2r/2pp2pp/1p2p3/4P3/1n2N3/8/PP2KPPP/R4R2 b kq - 1 21,a8a2 a1a2 b4a2 f1a1 h8f8 a1a2,1214,76,92,294,advantage clearance endgame long,https://lichess.org/jHx7YBjE/black#42,
01TIK,4R3/p4kpp/6p1/7q/3P1r2/2P5/PP3P2/5QK1 w - - 0 43,f1e2 f4g4 e2g4 h5g4,1389,74,83,662,crushing endgame short,https://lichess.org/I86rNhhD#85,
01TLc,r4r1k/1p2q2p/1Qp5/p4p2/2b1p3/P1P1P2P/5P1N/1K1R2R1 b - - 0 27,e7a3 b6d4 f8f6 d4f6,1439,82,85,54,fork mate mateIn2 middlegame short,https://lichess.org/kWdDwITU/black#54,
01TMP,r3k2r/pp2qpp1/2n1b2p/8/3PR3/2P2NP1/PPQ2PP1/2K4R b kq - 0 16,e8g8 d4d5 c6b4 e4b4,1606,500,100,2,equality middlegame short,https://lichess.org/hD8JXDdV/black#32,
01TSj,3r1r1k/ppp2Pb1/7p/4pbNR/4n3/BPP2P2/P3K1P1/R7 w - - 0 23,f3e4 f5g4 e2e3 g4h5,1068,76,80,154,advantage fork master middlegame short,https://lichess.org/URzdXeO5#45,
01TUk,1Q6/1p3ppk/2p4p/4p3/8/P2q2Pb/1P3P2/R4RK1 w - - 2 27,b8e5 d3f3 e5e4 f3e4,1454,74,87,1091,crushing endgame short,https://lichess.org/lTjd9qSn#53,
01TUw,r1b1kb1r/pp1p1ppp/5q2/2p1p3/2PnP3/3P1N2/PP3PPP/R1BQKB1R w KQkq - 1 8,c1g5 d4f3 d1f3 f6g5,1272,105,-14,52,advantage middlegame short,https://lichess.org/Oaf2WrJd#15,English_Opening English_Opening_Symmetrical_Variation
